,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
64,306996CF757LX407BVAJBSVS9O0B1N,3G2UL9A02N1WPYW8UMFMQ6V1NBV67C,AGA1PIIWM8I8D,40,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"""The sunset was a flower of flame. A great red flower, the flower of the multitudes""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,2,1
65,306996CF757LX407BVAJBSVS9O0B1N,39U1BHVTDVEKQD6XONKPOZBZ2H93T4,AKQAI78JTXXC9,309,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"""The sunset was a flower of flame. A great red flower, the flower of the multitudes""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,0,0
66,3HJ1EVZS3X64NEVBUWASZ0FTPUH3RK,3KMS4QQVKCDG36W3E97ZOHD0MUUKFV,A2ICS8FOBVLLRP,106,100% (3/3),Write a <b>flowery</b> passage about sunsets:,"“I look out the window and there it is! It is not what it once was, and I know that I cannot go back to the way it was, but it is still a wonder and a treasure. It is still the world.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,"I know that I cannot go back to the way it was, but it is still a wonder and a treasure",,,1,1
67,3HJ1EVZS3X64NEVBUWASZ0FTPUH3RK,37ZHEEHM669XSF9QBKHOJ3JHDKR371,A3JZS32RQUWGJM,29,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"“I look out the window and there it is! It is not what it once was, and I know that I cannot go back to the way it was, but it is still a wonder and a treasure. It is still the world.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,-1,-1
68,3HJ1EVZS3X64NEVBUWASZ0FTPUH3RK,3GM6G9ZBKXKLCZE7U5P4KYK528UMT7,A3PUUVUDORJS8W,195,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"“I look out the window and there it is! It is not what it once was, and I know that I cannot go back to the way it was, but it is still a wonder and a treasure. It is still the world.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,It is slightly flowery but the run-on sentence made this quite difficult to read compared to other examples of this writing style. Also it could be more descriptive.,,,1,1
69,3B623HUYKDD2PQ1UL25TGRS0RIS8S5,32SCWG5HIRRLV408Q893QSMMN5UP6V,A3PUUVUDORJS8W,55,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"""A gold-green color is seen in the west, which gradually changes into a purple tint.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,1,1
70,3B623HUYKDD2PQ1UL25TGRS0RIS8S5,31QTRG6Q230NEOAEWR4V9J6FMFHPYP,AKQAI78JTXXC9,304,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"""A gold-green color is seen in the west, which gradually changes into a purple tint.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,1,1
71,3B623HUYKDD2PQ1UL25TGRS0RIS8S5,392CY0QWGBEFZV9QUPQ4KX1W5014IL,ANHDHJMXXH1O3,425,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"""A gold-green color is seen in the west, which gradually changes into a purple tint.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,passage,,,0,0
72,3HFWPF5ALI6GOTVO9LAXPAKPBW03S8,388U7OUMFHOBT6U81BXBMMCABK20R3,A35TF71Q0XO0PH,70,100% (16/16),Write a <b>flowery</b> passage about sunsets:,"""The sun was going down on the western horizon"".",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,inconsistency,,,1,1
73,3HFWPF5ALI6GOTVO9LAXPAKPBW03S8,3E4GGUZ1TIEW2CKRQESS4YJBDQU2KY,A3PUUVUDORJS8W,56,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"""The sun was going down on the western horizon"".",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,-1,-1
74,3HFWPF5ALI6GOTVO9LAXPAKPBW03S8,33ISQZVXPZ9RHW05VU00SSFPK8OCCU,AKQAI78JTXXC9,245,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"""The sun was going down on the western horizon"".",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,-1,-1
75,3M47JKRKD6OX2S3XEP2QFMW89TV68H,3EICBYG64EJEPA6B5MHMFWSKAS1CJC,A35TF71Q0XO0PH,96,100% (16/16),Write a <b>flowery</b> passage about sunsets:,"""The sky was a brilliant blue, and all the golden glory was in the sky, and the gold was as golden as any gold that ever was."" ",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,inconsistency,,,1,1
76,3M47JKRKD6OX2S3XEP2QFMW89TV68H,31LVTDXBLHXOQ2JUQ4JUK64YEIBRL1,A3JZS32RQUWGJM,10,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"""The sky was a brilliant blue, and all the golden glory was in the sky, and the gold was as golden as any gold that ever was."" ",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,2,1
77,3M47JKRKD6OX2S3XEP2QFMW89TV68H,3VJ40NV2QSA9C2ZJ7L4HC29AX84TOO,AKQAI78JTXXC9,256,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"""The sky was a brilliant blue, and all the golden glory was in the sky, and the gold was as golden as any gold that ever was."" ",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,1,1
78,38B7Q9C29PSXGXM7JH84FIRJTZD696,3HOSI13XH9BBRGCXVMQMW4FPQ8BDDU,A36QGCT3MMXC4Q,111,100% (4/4),Write a <b>flowery</b> passage about sunsets:,"""A bluish-red nimbus seems to rise from the horizon, and as it sinks beneath the Marble Cliffs, it spreads itself upon the sea, and tinges the river with a roseate hue.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,2,1
79,38B7Q9C29PSXGXM7JH84FIRJTZD696,3LKC68YZ3KQ14J3D2Q9SZMG912WWOR,A3PUUVUDORJS8W,189,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"""A bluish-red nimbus seems to rise from the horizon, and as it sinks beneath the Marble Cliffs, it spreads itself upon the sea, and tinges the river with a roseate hue.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,2,1
80,38B7Q9C29PSXGXM7JH84FIRJTZD696,3MRNMEIQWFTUPS0P83OAFHNUZHBLDG,AKQAI78JTXXC9,294,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"""A bluish-red nimbus seems to rise from the horizon, and as it sinks beneath the Marble Cliffs, it spreads itself upon the sea, and tinges the river with a roseate hue.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM,,,,2,1
81,356ZPKYPVQ4KR4CK6PZTKZBRXDNYPS,3RYC5T2D7DGEHNYSIWC11NDIJS1PRM,A2CFI1X8OKYIL2,302,100% (66/66),Write a <b>humorous</b> passage about love:,"a) He who has never loved has never laughed. b) Man loves, but knows not why. c) Love is a thing of two extremes, of opposites in a way. d) I can think of no greater mistake than to take God for an optimist. ",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,,,,-1,-1
82,356ZPKYPVQ4KR4CK6PZTKZBRXDNYPS,3EICBYG64EJEPA6B5MHMFWSKASYCJ9,A36QGCT3MMXC4Q,99,100% (4/4),Write a <b>humorous</b> passage about love:,"a) He who has never loved has never laughed. b) Man loves, but knows not why. c) Love is a thing of two extremes, of opposites in a way. d) I can think of no greater mistake than to take God for an optimist. ",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,Seems to be repeating passages from other stories and none of them tie together.,,,-1,-1
83,356ZPKYPVQ4KR4CK6PZTKZBRXDNYPS,3WYGZ5XF362P7B1PKT7YVGWFBKQSKO,ALDKDKRBR4LXD,406,100% (46/46),Write a <b>humorous</b> passage about love:,"a) He who has never loved has never laughed. b) Man loves, but knows not why. c) Love is a thing of two extremes, of opposites in a way. d) I can think of no greater mistake than to take God for an optimist. ",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,Could have been more descriptive.,,,0,0
84,3DA79LNS6IIH3T83YLFNZFGBDFE3TX,3HL8HNGX4FOWMADCACGAY8ZKB0MF90,A35TF71Q0XO0PH,237,100% (16/16),Write a <b>humorous</b> passage about love:,"""Love is like a post office. It is not a place you go to just once. It is not something that you buy that lasts forever. It is not something you put in your pocket and just use when you want to. It is not a hobby. It is not something you have a feeling about and then it is gone. Love is a lifelong commitment.""",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,inconsistency,,,1,1
85,3DA79LNS6IIH3T83YLFNZFGBDFE3TX,345LHZDED7FZQQLMOSAZTVX1LVG3UV,AKQAI78JTXXC9,316,100% (149/149),Write a <b>humorous</b> passage about love:,"""Love is like a post office. It is not a place you go to just once. It is not something that you buy that lasts forever. It is not something you put in your pocket and just use when you want to. It is not a hobby. It is not something you have a feeling about and then it is gone. Love is a lifelong commitment.""",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,,,,1,1
86,3DA79LNS6IIH3T83YLFNZFGBDFE3TX,3IRIK4HM3K721FR4L3NX6SNFOMN6C6,ANHDHJMXXH1O3,224,0% (0/0),Write a <b>humorous</b> passage about love:,"""Love is like a post office. It is not a place you go to just once. It is not something that you buy that lasts forever. It is not something you put in your pocket and just use when you want to. It is not a hobby. It is not something you have a feeling about and then it is gone. Love is a lifelong commitment.""",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,passage,,,0,0
87,3MQY1YVHTC7SMPI3UZAXGB5X1UEB24,3TS1AR6UQ01S8RPJVFIQKC8EGAQ7F8,A35TF71Q0XO0PH,29,100% (16/16),Write a <b>humorous</b> passage about love:,"“A squirrel and a puma are walking along a path. The squirrel stops to rest. The puma says, ‘I’m too tired to run.’ And the squirrel says, ‘I’m too tired to climb.’ And the puma says, ‘I’m tired of running.’ And the squirrel says, ‘I’m tired of climbing.’ And the puma says, ‘I’m tired of you.’ And the squirrel says, ‘I’m tired of you.’ And the puma says, ‘What’s the matter with you two?’ And the squirrel says, ‘I’m tired of you. Go away.’ And the puma says, ‘I’m tired of you. Go away.’ And then the puma looks at the squirrel and says, ‘I’m tired of you.’ And then the squirrel looks at the puma and says, ‘I’m tired of you.’ And then the squirrel says, ‘I’m tired of you.’ And then the squirrel jumps over the puma. And then the puma jumps over the squirrel. And then the puma says, ‘",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,unverified facts,,,1,1
88,3MQY1YVHTC7SMPI3UZAXGB5X1UEB24,3EQHHY4HQ2FJZN7VI69B4DUUQJTG5Z,A36QGCT3MMXC4Q,96,100% (4/4),Write a <b>humorous</b> passage about love:,"“A squirrel and a puma are walking along a path. The squirrel stops to rest. The puma says, ‘I’m too tired to run.’ And the squirrel says, ‘I’m too tired to climb.’ And the puma says, ‘I’m tired of running.’ And the squirrel says, ‘I’m tired of climbing.’ And the puma says, ‘I’m tired of you.’ And the squirrel says, ‘I’m tired of you.’ And the puma says, ‘What’s the matter with you two?’ And the squirrel says, ‘I’m tired of you. Go away.’ And the puma says, ‘I’m tired of you. Go away.’ And then the puma looks at the squirrel and says, ‘I’m tired of you.’ And then the squirrel looks at the puma and says, ‘I’m tired of you.’ And then the squirrel says, ‘I’m tired of you.’ And then the squirrel jumps over the puma. And then the puma jumps over the squirrel. And then the puma says, ‘",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,Many of the lines are repetitive,,,-1,-1
89,3MQY1YVHTC7SMPI3UZAXGB5X1UEB24,34MAJL3QPEA09SR79MJHGRZ7MIS348,AKQAI78JTXXC9,319,100% (149/149),Write a <b>humorous</b> passage about love:,"“A squirrel and a puma are walking along a path. The squirrel stops to rest. The puma says, ‘I’m too tired to run.’ And the squirrel says, ‘I’m too tired to climb.’ And the puma says, ‘I’m tired of running.’ And the squirrel says, ‘I’m tired of climbing.’ And the puma says, ‘I’m tired of you.’ And the squirrel says, ‘I’m tired of you.’ And the puma says, ‘What’s the matter with you two?’ And the squirrel says, ‘I’m tired of you. Go away.’ And the puma says, ‘I’m tired of you. Go away.’ And then the puma looks at the squirrel and says, ‘I’m tired of you.’ And then the squirrel looks at the puma and says, ‘I’m tired of you.’ And then the squirrel says, ‘I’m tired of you.’ And then the squirrel jumps over the puma. And then the puma jumps over the squirrel. And then the puma says, ‘",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,same line repeated many times,,,-1,-1
90,3R6RZGK0YOZXWO9GS18SQR09J1OVYA,3MD9PLUKKS1NGT86CYTMJ1AMSUKZNU,A1KZ0KE93WNN5O,94,0% (0/0),Write a <b>humorous</b> passage about love:,_When I was a little girl I liked pink.... My mother said that I was a pink-colored child. I was a lovely pink. I couldn't help being pink. Pink was in my blood. I liked pink and I liked red. Red was my favorite color. I wanted to be a red-haired girl. I wanted to do things that were red. When I was a little girl I liked to read the Red Book. It was red. It was beautiful. It was my friend.... I liked to read that book. I liked to listen to the Red Book. I liked to _sit_ by the Red Book. I liked to stand by the Red Book. I liked to talk to the Red Book. I liked to listen to the Red Book. I liked to _think_ about the Red Book.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,The response is not about love.,,,1,1
91,3R6RZGK0YOZXWO9GS18SQR09J1OVYA,3TR2532VIZHP9TXAVV4JTW0AE6PJ6Q,A3PUUVUDORJS8W,365,100% (128/128),Write a <b>humorous</b> passage about love:,_When I was a little girl I liked pink.... My mother said that I was a pink-colored child. I was a lovely pink. I couldn't help being pink. Pink was in my blood. I liked pink and I liked red. Red was my favorite color. I wanted to be a red-haired girl. I wanted to do things that were red. When I was a little girl I liked to read the Red Book. It was red. It was beautiful. It was my friend.... I liked to read that book. I liked to listen to the Red Book. I liked to _sit_ by the Red Book. I liked to stand by the Red Book. I liked to talk to the Red Book. I liked to listen to the Red Book. I liked to _think_ about the Red Book.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,The section about the red book feels very confused.,,,-2,-1
92,3R6RZGK0YOZXWO9GS18SQR09J1OVYA,3B837J3LDYJBUFEKADGVWSIT6C8SR5,AKQAI78JTXXC9,259,100% (149/149),Write a <b>humorous</b> passage about love:,_When I was a little girl I liked pink.... My mother said that I was a pink-colored child. I was a lovely pink. I couldn't help being pink. Pink was in my blood. I liked pink and I liked red. Red was my favorite color. I wanted to be a red-haired girl. I wanted to do things that were red. When I was a little girl I liked to read the Red Book. It was red. It was beautiful. It was my friend.... I liked to read that book. I liked to listen to the Red Book. I liked to _sit_ by the Red Book. I liked to stand by the Red Book. I liked to talk to the Red Book. I liked to listen to the Red Book. I liked to _think_ about the Red Book.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM,mostly same line repeated over and over,,,-2,-1
93,3FBEFUUYSTSBLGWCBNM4BD23ZHV6AL,37TRT2X240EVF5E5RMLR4CM2S76JBH,A35TF71Q0XO0PH,12,100% (16/16),Write a passage about love that makes the reader feel <b>fearful</b>:,"""I'm going to have a baby. I'm going to have a baby with you,"" she'd said in the car that night. It was after midnight. She'd been talking about her new job, her new apartment, her new life. ""I'm going to have a baby,"" she'd repeated again, like a promise. ""I'm going to have a baby."" He'd shaken his head, horrified. ""What the hell are you doing?"" he'd said, his voice flat. ""I'm pregnant,"" she'd said. ""How are you going to tell your parents?"" ""I don't know."" ""What do you mean you don't know?"" ""I don't know how I'm going to tell my parents."" ""Are you kidding? You mean they don't know?"" ""No."" ""Your father is going to be devastated,"" he'd said, shaking his head. ""He's going to be devastated,"" she'd said, her voice rising. ""I don't know how I'm going to tell him. He doesn't even know I'm engaged."" ""You're engaged?"" """,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,passage,,,0,0
94,3FBEFUUYSTSBLGWCBNM4BD23ZHV6AL,32XVDSJFP9KRS0KUBQ58JBBF2VIM2G,A3PUUVUDORJS8W,440,100% (128/128),Write a passage about love that makes the reader feel <b>fearful</b>:,"""I'm going to have a baby. I'm going to have a baby with you,"" she'd said in the car that night. It was after midnight. She'd been talking about her new job, her new apartment, her new life. ""I'm going to have a baby,"" she'd repeated again, like a promise. ""I'm going to have a baby."" He'd shaken his head, horrified. ""What the hell are you doing?"" he'd said, his voice flat. ""I'm pregnant,"" she'd said. ""How are you going to tell your parents?"" ""I don't know."" ""What do you mean you don't know?"" ""I don't know how I'm going to tell my parents."" ""Are you kidding? You mean they don't know?"" ""No."" ""Your father is going to be devastated,"" he'd said, shaking his head. ""He's going to be devastated,"" she'd said, her voice rising. ""I don't know how I'm going to tell him. He doesn't even know I'm engaged."" ""You're engaged?"" """,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,,,,1,1
95,3FBEFUUYSTSBLGWCBNM4BD23ZHV6AL,36PW28KO49JILFNL77A4CLP45HLAEO,AKQAI78JTXXC9,119,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,"""I'm going to have a baby. I'm going to have a baby with you,"" she'd said in the car that night. It was after midnight. She'd been talking about her new job, her new apartment, her new life. ""I'm going to have a baby,"" she'd repeated again, like a promise. ""I'm going to have a baby."" He'd shaken his head, horrified. ""What the hell are you doing?"" he'd said, his voice flat. ""I'm pregnant,"" she'd said. ""How are you going to tell your parents?"" ""I don't know."" ""What do you mean you don't know?"" ""I don't know how I'm going to tell my parents."" ""Are you kidding? You mean they don't know?"" ""No."" ""Your father is going to be devastated,"" he'd said, shaking his head. ""He's going to be devastated,"" she'd said, her voice rising. ""I don't know how I'm going to tell him. He doesn't even know I'm engaged."" ""You're engaged?"" """,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,repetitive,,,-1,-1
96,3FI30CQHWT6G4Q14H1M06OM9HZG6BG,3QY5DC2MX17U621F8NB1U4MYOLLUFV,A2CFI1X8OKYIL2,425,100% (66/66),Write a passage about love that makes the reader feel <b>fearful</b>:,"""I want a man like you to make love to me.""",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,,,,-2,-1
97,3FI30CQHWT6G4Q14H1M06OM9HZG6BG,3EWIJTFFVYUMK2P3F5DBNFDRWVDE05,A3PUUVUDORJS8W,29,100% (128/128),Write a passage about love that makes the reader feel <b>fearful</b>:,"""I want a man like you to make love to me.""",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,The use of ‘man like you’ makes the man in the passage feel quite dangerous.,,,1,1
98,3FI30CQHWT6G4Q14H1M06OM9HZG6BG,3XLBSAQ9ZEZYD8GJWRCXN4OWSFJ7ZV,AKQAI78JTXXC9,319,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,"""I want a man like you to make love to me.""",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,,,,-1,-1
99,3M7OI89LW7BZEVTAV1IVH8SRZKG6CN,3AQF3RZ55I594RBEC5DYEY8ILZ16F3,A2CFI1X8OKYIL2,424,100% (66/66),Write a passage about love that makes the reader feel <b>fearful</b>:,"I was in my bedroom, lying on my back, reading the book you had given me. It was a love story. I knew that love was what I had wanted, and I had not gotten it. It would always be that way. I was never going to fall in love. Never. I had tried to, over the years, but it was not going to happen. I was going to stay alone. I was going to always be alone. Then I heard a sound. It was a soft sound and I did not know how to define it. It was not a sound of pain. It was not a sound of pleasure. It was not even a sound of laughter. It was a sound that was not real. It was a sound that was not mine. It was a sound that was not mine, but it was mine, and it was real. It was the sound of a woman. She was upstairs, in my mother's room. I could hear her moving around. She was not alone. She was talking to someone. I did not know who it was, but I could hear his voice. I could feel his presence, and I could feel that he was in the room with her. She was saying something, but I could not",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,,,,2,1
100,3M7OI89LW7BZEVTAV1IVH8SRZKG6CN,3R9WASFE293BS1VPEAA9BW1DQ39ZFY,A3PUUVUDORJS8W,121,100% (128/128),Write a passage about love that makes the reader feel <b>fearful</b>:,"I was in my bedroom, lying on my back, reading the book you had given me. It was a love story. I knew that love was what I had wanted, and I had not gotten it. It would always be that way. I was never going to fall in love. Never. I had tried to, over the years, but it was not going to happen. I was going to stay alone. I was going to always be alone. Then I heard a sound. It was a soft sound and I did not know how to define it. It was not a sound of pain. It was not a sound of pleasure. It was not even a sound of laughter. It was a sound that was not real. It was a sound that was not mine. It was a sound that was not mine, but it was mine, and it was real. It was the sound of a woman. She was upstairs, in my mother's room. I could hear her moving around. She was not alone. She was talking to someone. I did not know who it was, but I could hear his voice. I could feel his presence, and I could feel that he was in the room with her. She was saying something, but I could not",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,Some of it doesn’t make sense - it is a woman upstairs and then it is a man. I am guessing that the ‘love’ in the story is between the mother and her affair partner.,,,1,1
101,3M7OI89LW7BZEVTAV1IVH8SRZKG6CN,3C44YUNSIBCKGDFN0VHHWYWE4RFPDL,AKQAI78JTXXC9,262,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,"I was in my bedroom, lying on my back, reading the book you had given me. It was a love story. I knew that love was what I had wanted, and I had not gotten it. It would always be that way. I was never going to fall in love. Never. I had tried to, over the years, but it was not going to happen. I was going to stay alone. I was going to always be alone. Then I heard a sound. It was a soft sound and I did not know how to define it. It was not a sound of pain. It was not a sound of pleasure. It was not even a sound of laughter. It was a sound that was not real. It was a sound that was not mine. It was a sound that was not mine, but it was mine, and it was real. It was the sound of a woman. She was upstairs, in my mother's room. I could hear her moving around. She was not alone. She was talking to someone. I did not know who it was, but I could hear his voice. I could feel his presence, and I could feel that he was in the room with her. She was saying something, but I could not",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,repetitive,,,-1,-1
102,3H781YYV725KDRO0N5WJI6K8443TED,33CUSNVVNXZNTQKFX64QOKNN4QQ88M,A1DL3O3MM8B5W,159,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I am scared of love, the way you’re scared of baseball. I am scared of the way you’re scared of me, and always have been. I’m not scared of you, because I know you won’t hurt me. I’m scared of loving you, because I know I will hurt you. When I was fifteen, I was scared of you because you would not let me live. Now I am scared of loving you because I know you will not let me live.” 36.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,not a story,,,-2,-1
103,3H781YYV725KDRO0N5WJI6K8443TED,31JLPPHS24H4DL1PS6YQUP5C39Y3OO,A35TF71Q0XO0PH,32,100% (16/16),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I am scared of love, the way you’re scared of baseball. I am scared of the way you’re scared of me, and always have been. I’m not scared of you, because I know you won’t hurt me. I’m scared of loving you, because I know I will hurt you. When I was fifteen, I was scared of you because you would not let me live. Now I am scared of loving you because I know you will not let me live.” 36.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,unverified facts,,,0,0
104,3H781YYV725KDRO0N5WJI6K8443TED,32AT8R96GVW3A761E7B0135DDBCSU9,AKQAI78JTXXC9,352,100% (149/149),Write a passage about love that makes the reader feel <b>fearful</b>:,"“I am scared of love, the way you’re scared of baseball. I am scared of the way you’re scared of me, and always have been. I’m not scared of you, because I know you won’t hurt me. I’m scared of loving you, because I know I will hurt you. When I was fifteen, I was scared of you because you would not let me live. Now I am scared of loving you because I know you will not let me live.” 36.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM,,,,1,1
105,3BA7SXOG2SDQOB1H6D5OQHN45G8R8Z,386CSBG1O996VG1NQLOSQXCWS19Q6G,A2CFI1X8OKYIL2,290,100% (66/66),Write a story about lovers with <b>indirect</b> characterization:,"He said, 'We will be separated.' She said, 'You'll go to Paris.' He said, 'I will wait for you.' She said, 'I will wait for you.'",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,,,,2,1
106,3BA7SXOG2SDQOB1H6D5OQHN45G8R8Z,3VELCLL3GU6EX5AH6Z1HJ2H1DOV1FA,A35TF71Q0XO0PH,36,100% (16/16),Write a story about lovers with <b>indirect</b> characterization:,"He said, 'We will be separated.' She said, 'You'll go to Paris.' He said, 'I will wait for you.' She said, 'I will wait for you.'",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,unverified facts,,,0,0
107,3BA7SXOG2SDQOB1H6D5OQHN45G8R8Z,3X73LLYYQB11P88C6CNFJU6HW4HHN0,A3PUUVUDORJS8W,107,100% (128/128),Write a story about lovers with <b>indirect</b> characterization:,"He said, 'We will be separated.' She said, 'You'll go to Paris.' He said, 'I will wait for you.' She said, 'I will wait for you.'",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,,,,1,1
108,39RRBHZ0B3OX1EJLONAB4Y9BPVSVZ1,3IUZPWIU1YUIESIY4YHZS5Z0HXHKWQ,A3PUUVUDORJS8W,221,100% (128/128),Write a story about lovers with <b>indirect</b> characterization:,"""He was a handsome, dashing man and she was a beautiful, gracious woman.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,"This is direct characterisation - to be indirect it should show the woman being gracious, for example.",,,-2,-1
109,39RRBHZ0B3OX1EJLONAB4Y9BPVSVZ1,37UEWGM5H3VB0VFQXU1B0RVKGCXR1M,AKQAI78JTXXC9,268,100% (149/149),Write a story about lovers with <b>indirect</b> characterization:,"""He was a handsome, dashing man and she was a beautiful, gracious woman.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,,,,-1,-1
110,39RRBHZ0B3OX1EJLONAB4Y9BPVSVZ1,3YWRV122C2MLRNRS095VKC5C1HK8U4,ANHDHJMXXH1O3,303,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"""He was a handsome, dashing man and she was a beautiful, gracious woman.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,inconsistency,,,1,1
111,36FQTHX30CEH77EMYZO2ZLAP78EB3F,3EWIJTFFVYUMK2P3F5DBNFDRWVE0ES,A35TF71Q0XO0PH,13,100% (16/16),Write a story about lovers with <b>indirect</b> characterization:,“He is a man who has never really known what it was to be loved by a woman.”,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,inconsistency,,,1,1
112,36FQTHX30CEH77EMYZO2ZLAP78EB3F,30IQTZXKAUTVQ2GKAA33B4YYC1N0XZ,A3PUUVUDORJS8W,48,100% (128/128),Write a story about lovers with <b>indirect</b> characterization:,“He is a man who has never really known what it was to be loved by a woman.”,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM,You get a sense of the character of this speaker through how they choose to talk about their lover.,,,1,1
