,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
150,386659BNUU4KDHXXDFDURBZ8GBU01V,31HQ4X3T32X0RHJ75TJZAG9UU6SSLQ,A1OWM3QO7QAKBN,266,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and knew from the start that they were meant to be together. They had a beautiful life and two wonderful children.<br><br>But then, tragedy struck. John was diagnosed with a rare form of cancer and given only a few months to live. Mary was devastated. She did everything she could to make the most of the time they had left, but it was never enough.<br><br>John died just six months after his diagnosis. Mary was left to raise their children alone. She never remarried, and she never stopped loving John. She spent the rest of her life grieving his loss.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
151,386659BNUU4KDHXXDFDURBZ8GBU01V,3KJYX6QCMJYAOJCBW3CR5OG9PLKJVN,A9HQ3E0F2AGVO,143,98% (130/132),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and knew from the start that they were meant to be together. They had a beautiful life and two wonderful children.<br><br>But then, tragedy struck. John was diagnosed with a rare form of cancer and given only a few months to live. Mary was devastated. She did everything she could to make the most of the time they had left, but it was never enough.<br><br>John died just six months after his diagnosis. Mary was left to raise their children alone. She never remarried, and she never stopped loving John. She spent the rest of her life grieving his loss.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
152,386659BNUU4KDHXXDFDURBZ8GBU01V,3WQQ9FUS6KH6VOIM0IO0FMDO6I68BI,AYTH0E5PUXWX8,29,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and knew from the start that they were meant to be together. They had a beautiful life and two wonderful children.<br><br>But then, tragedy struck. John was diagnosed with a rare form of cancer and given only a few months to live. Mary was devastated. She did everything she could to make the most of the time they had left, but it was never enough.<br><br>John died just six months after his diagnosis. Mary was left to raise their children alone. She never remarried, and she never stopped loving John. She spent the rest of her life grieving his loss.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,Doesn't follow the tragedy plot even if it is a sad story.,,,-1,-1
153,362E9TQF3QDSOR4GZON3423A4UTIG7,374TNBHA8LI8E0BTW4JK9OWPLX9YQX,A1OWM3QO7QAKBN,112,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","Romeo and Juliet were two young lovers from rival families. Their love was forbidden by their parents, so they snuck around behind their backs, meeting in secret and declaring their undying love for each other. <br><br>One night, they decided to run away together. They made plans to meet at Juliet's balcony and flee to Romeo's family's estate. But Romeo didn't receive Juliet's message, and he showed up at the balcony just as Juliet's father came outside. Thinking Romeo was a burglar, Juliet's father attacked him. Romeo fought back, and in the struggle, Juliet's father was killed. <br><br>Romeo fled the scene, but Juliet's mother found her husband's body. When Juliet came inside and saw her father's corpse, she was so overcome with grief that she killed herself. Romeo, hearing of Juliet's death, rushed to her tomb and took his own life. Their love ended in tragedy, and their families were left to mourn their loss.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
154,362E9TQF3QDSOR4GZON3423A4UTIG7,3C6FJU71T0G06TIADD3PJPTEOIIUY1,A2ICS8FOBVLLRP,113,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","Romeo and Juliet were two young lovers from rival families. Their love was forbidden by their parents, so they snuck around behind their backs, meeting in secret and declaring their undying love for each other. <br><br>One night, they decided to run away together. They made plans to meet at Juliet's balcony and flee to Romeo's family's estate. But Romeo didn't receive Juliet's message, and he showed up at the balcony just as Juliet's father came outside. Thinking Romeo was a burglar, Juliet's father attacked him. Romeo fought back, and in the struggle, Juliet's father was killed. <br><br>Romeo fled the scene, but Juliet's mother found her husband's body. When Juliet came inside and saw her father's corpse, she was so overcome with grief that she killed herself. Romeo, hearing of Juliet's death, rushed to her tomb and took his own life. Their love ended in tragedy, and their families were left to mourn their loss.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,no,,,1,1
155,362E9TQF3QDSOR4GZON3423A4UTIG7,3634BBTX0YHPXB6FE6MNB1YNOC8IFN,A9HQ3E0F2AGVO,166,98% (130/132),"Write a story about lovers with a <b>""Tragedy""</b> plot:","Romeo and Juliet were two young lovers from rival families. Their love was forbidden by their parents, so they snuck around behind their backs, meeting in secret and declaring their undying love for each other. <br><br>One night, they decided to run away together. They made plans to meet at Juliet's balcony and flee to Romeo's family's estate. But Romeo didn't receive Juliet's message, and he showed up at the balcony just as Juliet's father came outside. Thinking Romeo was a burglar, Juliet's father attacked him. Romeo fought back, and in the struggle, Juliet's father was killed. <br><br>Romeo fled the scene, but Juliet's mother found her husband's body. When Juliet came inside and saw her father's corpse, she was so overcome with grief that she killed herself. Romeo, hearing of Juliet's death, rushed to her tomb and took his own life. Their love ended in tragedy, and their families were left to mourn their loss.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
156,3FDWKV9VDWPXPSV248AC0ABIUBSUMZ,3NXNZ5RS1KKJ7HY6STIYAGM37YX97M,A1OWM3QO7QAKBN,301,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been married for five years when they decided to try for a baby. They were both thrilled when Mary became pregnant, and they spent the next nine months eagerly anticipating the arrival of their little one.<br><br>However, tragedy struck when Mary went into labor two months early. The baby was born stillborn, and Mary was devastated. John did his best to comfort her, but he was struggling with his own grief.<br><br>The couple tried to conceive again, but Mary had trouble getting pregnant. They eventually learned that she would never be able to have children. The loss of their baby had taken a toll on their relationship, and they slowly grew apart. They divorced a year later, and they never saw each other again.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
157,3FDWKV9VDWPXPSV248AC0ABIUBSUMZ,3FK0YFF9P93JFEC5DSQA8CR3K8QVVJ,A9HQ3E0F2AGVO,521,98% (130/132),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been married for five years when they decided to try for a baby. They were both thrilled when Mary became pregnant, and they spent the next nine months eagerly anticipating the arrival of their little one.<br><br>However, tragedy struck when Mary went into labor two months early. The baby was born stillborn, and Mary was devastated. John did his best to comfort her, but he was struggling with his own grief.<br><br>The couple tried to conceive again, but Mary had trouble getting pregnant. They eventually learned that she would never be able to have children. The loss of their baby had taken a toll on their relationship, and they slowly grew apart. They divorced a year later, and they never saw each other again.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
158,3FDWKV9VDWPXPSV248AC0ABIUBSUMZ,36TFCYNS4EX612MG8IAOHWXFS4JXHU,AYTH0E5PUXWX8,83,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been married for five years when they decided to try for a baby. They were both thrilled when Mary became pregnant, and they spent the next nine months eagerly anticipating the arrival of their little one.<br><br>However, tragedy struck when Mary went into labor two months early. The baby was born stillborn, and Mary was devastated. John did his best to comfort her, but he was struggling with his own grief.<br><br>The couple tried to conceive again, but Mary had trouble getting pregnant. They eventually learned that she would never be able to have children. The loss of their baby had taken a toll on their relationship, and they slowly grew apart. They divorced a year later, and they never saw each other again.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,"The passage is sad but doesn't follow a tragedy plot. Also, the pregnancy in this is supposed to go 11 months according to the passage (9 months of waiting but went into labor 2 months early).",,,-1,-1
159,3EKTG13I03QU6288VUIB9NFZHKZMLX,3A7Y0R2P2YB2S8H6WID9T9DU5WNJXL,A1OWM3QO7QAKBN,81,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were happy and carefree, and they didn't have a care in the world.<br><br>However, tragedy struck when Mary was diagnosed with a rare and incurable disease. John stayed by her side throughout her treatment, but there was nothing he could do to save her. She died a painful death, and John was left heartbroken.<br><br>He tried to move on, but he couldn't forget Mary. He eventually married another woman, but his heart was never truly in it. He always compared his wife to Mary, and she could never measure up. They divorced a few years later, and John was left alone and miserable.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
160,3EKTG13I03QU6288VUIB9NFZHKZMLX,3N8OEVH1F1DTZAUBB4IIIS3NSMWOO8,A3FIIXR4RLHBN8,112,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were happy and carefree, and they didn't have a care in the world.<br><br>However, tragedy struck when Mary was diagnosed with a rare and incurable disease. John stayed by her side throughout her treatment, but there was nothing he could do to save her. She died a painful death, and John was left heartbroken.<br><br>He tried to move on, but he couldn't forget Mary. He eventually married another woman, but his heart was never truly in it. He always compared his wife to Mary, and she could never measure up. They divorced a few years later, and John was left alone and miserable.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,inconsistency,,,1,1
161,3EKTG13I03QU6288VUIB9NFZHKZMLX,31HQ4X3T32X0RHJ75TJZAG9UU6VLSM,A9HQ3E0F2AGVO,83,98% (130/132),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were happy and carefree, and they didn't have a care in the world.<br><br>However, tragedy struck when Mary was diagnosed with a rare and incurable disease. John stayed by her side throughout her treatment, but there was nothing he could do to save her. She died a painful death, and John was left heartbroken.<br><br>He tried to move on, but he couldn't forget Mary. He eventually married another woman, but his heart was never truly in it. He always compared his wife to Mary, and she could never measure up. They divorced a few years later, and John was left alone and miserable.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
162,3126F2F5GHQMLZVT6ONZDWJADS9PE9,31JLPPHS24H4DL1PS6YQUP5CXVXO3A,A1OWM3QO7QAKBN,352,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were inseparable and everyone could see that they were meant to be together.<br><br>However, tragedy struck when John was diagnosed with a rare form of cancer. Mary stayed by his side throughout his treatment, but he eventually succumbed to the disease. Mary was devastated. She withdrew from her friends and family, and she stopped going to work. She spent all her time grieving John's death.<br><br>A year after John's death, Mary was still struggling to cope. She decided to visit his grave, but when she got there she found that someone had vandalized it. The headstone had been smashed and the flowers she had left were trampled. This was the final straw for Mary. She became so consumed by grief and rage that she took her own life.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
163,3126F2F5GHQMLZVT6ONZDWJADS9PE9,3QILPRALQFI8WX7J38T96HDIN7M8N9,A2OW2CIT4H7364,287,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were inseparable and everyone could see that they were meant to be together.<br><br>However, tragedy struck when John was diagnosed with a rare form of cancer. Mary stayed by his side throughout his treatment, but he eventually succumbed to the disease. Mary was devastated. She withdrew from her friends and family, and she stopped going to work. She spent all her time grieving John's death.<br><br>A year after John's death, Mary was still struggling to cope. She decided to visit his grave, but when she got there she found that someone had vandalized it. The headstone had been smashed and the flowers she had left were trampled. This was the final straw for Mary. She became so consumed by grief and rage that she took her own life.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,no failures detected as the couple face several obstacles and tragic circumstances and it ends with both dead. No inconsistencies and it is a story that fits the plot requested,,,2,1
164,3126F2F5GHQMLZVT6ONZDWJADS9PE9,3AMW0RGHONPT2P60PPVKS388CHIPN6,ASJ6VEA1F2APQ,59,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were inseparable and everyone could see that they were meant to be together.<br><br>However, tragedy struck when John was diagnosed with a rare form of cancer. Mary stayed by his side throughout his treatment, but he eventually succumbed to the disease. Mary was devastated. She withdrew from her friends and family, and she stopped going to work. She spent all her time grieving John's death.<br><br>A year after John's death, Mary was still struggling to cope. She decided to visit his grave, but when she got there she found that someone had vandalized it. The headstone had been smashed and the flowers she had left were trampled. This was the final straw for Mary. She became so consumed by grief and rage that she took her own life.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,0,0
165,3G57RS03IQSQX91UTPJKDP54PPJ25Z,34S9DKFK7DCNB3Y1GCR35U1KGMNNY0,A1OWM3QO7QAKBN,149,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and married quickly, against the wishes of their families. They didn't care, they were in love and nothing else mattered.<br><br>For the first few years of their marriage, they were happy. They didn't have much money, but they had each other and that was all they needed. But then Mary became ill. She was diagnosed with a rare and incurable disease.<br><br>John did everything he could to care for her, but Mary's health continued to decline. Eventually, she died in John's arms, surrounded by the love of her husband. John was devastated. He never recovered from his wife's death and died himself a few years later.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
166,3G57RS03IQSQX91UTPJKDP54PPJ25Z,3Z2R0DQ0JR1TGCSHUSHP6366NFVE2P,A9HQ3E0F2AGVO,82,98% (130/132),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and married quickly, against the wishes of their families. They didn't care, they were in love and nothing else mattered.<br><br>For the first few years of their marriage, they were happy. They didn't have much money, but they had each other and that was all they needed. But then Mary became ill. She was diagnosed with a rare and incurable disease.<br><br>John did everything he could to care for her, but Mary's health continued to decline. Eventually, she died in John's arms, surrounded by the love of her husband. John was devastated. He never recovered from his wife's death and died himself a few years later.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
167,3G57RS03IQSQX91UTPJKDP54PPJ25Z,3MX2NQ3YCJHUL92L7G9FSZUPNVS5XL,ASJ6VEA1F2APQ,26,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and married quickly, against the wishes of their families. They didn't care, they were in love and nothing else mattered.<br><br>For the first few years of their marriage, they were happy. They didn't have much money, but they had each other and that was all they needed. But then Mary became ill. She was diagnosed with a rare and incurable disease.<br><br>John did everything he could to care for her, but Mary's health continued to decline. Eventually, she died in John's arms, surrounded by the love of her husband. John was devastated. He never recovered from his wife's death and died himself a few years later.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,-1,-1
168,3P6ENY9P8IJ6ONZRJU5LP2FBJU6IH6,3S4AW7T80L5HPWHWFSNHCDTOGQQ4LW,A1OWM3QO7QAKBN,274,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been married for five years when they hit a rough patch. Mary had always been a stay-at-home wife, but she began to feel like she was missing out on her own life. She started to push John to go out more, to take her out on dates, and to spend more time with her. John was a good husband, but he was also a busy man. He worked long hours at his job and he didn't have a lot of time for socializing.<br><br>The tension between them mounted until one day, they had a huge fight. Mary accused John of neglecting her and John accused Mary of being needy and demanding. They said some horrible things to each other and they didn't speak for weeks.<br><br>Eventually, they started to talk again, but the damage was done. Their relationship was never the same. They went through the motions of being husband and wife, but they were both unhappy. Two years after their fight, they got divorced.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
169,3P6ENY9P8IJ6ONZRJU5LP2FBJU6IH6,3PEIJLRY63GOYSH53HWOIZ727S2XW0,A3T9WZOUQGE2UW,124,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been married for five years when they hit a rough patch. Mary had always been a stay-at-home wife, but she began to feel like she was missing out on her own life. She started to push John to go out more, to take her out on dates, and to spend more time with her. John was a good husband, but he was also a busy man. He worked long hours at his job and he didn't have a lot of time for socializing.<br><br>The tension between them mounted until one day, they had a huge fight. Mary accused John of neglecting her and John accused Mary of being needy and demanding. They said some horrible things to each other and they didn't speak for weeks.<br><br>Eventually, they started to talk again, but the damage was done. Their relationship was never the same. They went through the motions of being husband and wife, but they were both unhappy. Two years after their fight, they got divorced.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,"Very light ""tragedy""",,,1,1
170,3P6ENY9P8IJ6ONZRJU5LP2FBJU6IH6,35BLDD71IGK0OYHFEPFDTI4Z8JWZVN,A9HQ3E0F2AGVO,591,98% (130/132),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been married for five years when they hit a rough patch. Mary had always been a stay-at-home wife, but she began to feel like she was missing out on her own life. She started to push John to go out more, to take her out on dates, and to spend more time with her. John was a good husband, but he was also a busy man. He worked long hours at his job and he didn't have a lot of time for socializing.<br><br>The tension between them mounted until one day, they had a huge fight. Mary accused John of neglecting her and John accused Mary of being needy and demanding. They said some horrible things to each other and they didn't speak for weeks.<br><br>Eventually, they started to talk again, but the damage was done. Their relationship was never the same. They went through the motions of being husband and wife, but they were both unhappy. Two years after their fight, they got divorced.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,1,1
171,3XUY87HIWY1ECKQTV6JQ90UOHPPMMZ,3Z7VU45IP84K2M1H7BVOMUXJJFM1ZX,A1OWM3QO7QAKBN,325,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been dating for two years when they got into a car accident. John was killed instantly, and Mary was left with severe brain damage. She was in a coma for six months, and when she woke up she could barely remember her own name. <br><br>The doctors told her that she would never be able to live a normal life again. Her family was devastated, but they did their best to take care of her. They visited her every day, but it was clear that she was never going to be the same person they knew and loved. <br><br>A year after the accident, Mary committed suicide. Her family was heartbroken, but they understood that she could never have been happy again.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
172,3XUY87HIWY1ECKQTV6JQ90UOHPPMMZ,3ZY8KE4ISTQRA6GORTW02PSV3GEQVN,A3PUUVUDORJS8W,9,100% (68/68),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been dating for two years when they got into a car accident. John was killed instantly, and Mary was left with severe brain damage. She was in a coma for six months, and when she woke up she could barely remember her own name. <br><br>The doctors told her that she would never be able to live a normal life again. Her family was devastated, but they did their best to take care of her. They visited her every day, but it was clear that she was never going to be the same person they knew and loved. <br><br>A year after the accident, Mary committed suicide. Her family was heartbroken, but they understood that she could never have been happy again.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
173,3XUY87HIWY1ECKQTV6JQ90UOHPPMMZ,3NS0A6KXCEVH61RKPUGRTH1PL48ZGY,A9HQ3E0F2AGVO,220,98% (130/132),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been dating for two years when they got into a car accident. John was killed instantly, and Mary was left with severe brain damage. She was in a coma for six months, and when she woke up she could barely remember her own name. <br><br>The doctors told her that she would never be able to live a normal life again. Her family was devastated, but they did their best to take care of her. They visited her every day, but it was clear that she was never going to be the same person they knew and loved. <br><br>A year after the accident, Mary committed suicide. Her family was heartbroken, but they understood that she could never have been happy again.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
174,3UXQ63NLBJ9YNB4B45S2V7455LVLB7,3FTOP5WARPBUVIBVT6O2KVQJVP3J0R,A1OWM3QO7QAKBN,93,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been childhood sweethearts. They went to the same schools and churches, and they both came from large families. When they were just eighteen, they got married.<br><br>They were happy for a while, but then they started to grow apart. John started drinking heavily and staying out all night. Mary got a job to support them, but it was never enough. The bills kept piling up and they started to argue all the time.<br><br>One night, John came home drunk and angry. Mary was in the kitchen, and he started yelling at her. She begged him to stop, but he wouldn't listen. He hit her and she fell to the ground. John kept hitting her, over and over, until she was dead.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
175,3UXQ63NLBJ9YNB4B45S2V7455LVLB7,3OHYZ19UGMS4X60A1LD0HXJI35SOA9,A3FIIXR4RLHBN8,55,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been childhood sweethearts. They went to the same schools and churches, and they both came from large families. When they were just eighteen, they got married.<br><br>They were happy for a while, but then they started to grow apart. John started drinking heavily and staying out all night. Mary got a job to support them, but it was never enough. The bills kept piling up and they started to argue all the time.<br><br>One night, John came home drunk and angry. Mary was in the kitchen, and he started yelling at her. She begged him to stop, but he wouldn't listen. He hit her and she fell to the ground. John kept hitting her, over and over, until she was dead.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,not a story,,,-1,-1
176,3UXQ63NLBJ9YNB4B45S2V7455LVLB7,32UTUBMZ7QJ460EZ8BZA70XWHG5VB8,ASJ6VEA1F2APQ,30,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary had been childhood sweethearts. They went to the same schools and churches, and they both came from large families. When they were just eighteen, they got married.<br><br>They were happy for a while, but then they started to grow apart. John started drinking heavily and staying out all night. Mary got a job to support them, but it was never enough. The bills kept piling up and they started to argue all the time.<br><br>One night, John came home drunk and angry. Mary was in the kitchen, and he started yelling at her. She begged him to stop, but he wouldn't listen. He hit her and she fell to the ground. John kept hitting her, over and over, until she was dead.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,1,1
177,3UQVX1UPG14R22FTWJD8WU9D8H802C,3VJ40NV2QSA9C2ZJ7L4HC29ARUAOTR,A1OWM3QO7QAKBN,320,100% (17/17),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were happy and carefree, and they didn't have a care in the world.<br><br>However, tragedy struck when Mary became pregnant. John wanted to keep the baby, but Mary was scared and unsure. She was only twenty-two and wasn't ready to be a mother. She ended up getting an abortion, and John was devastated.<br><br>Their relationship never recovered from the trauma of the abortion. They slowly grew apart and eventually broke up. John never forgave Mary for what she did, and he never got over the loss of their child. He went on to have a family of his own, but he always wondered what could have been.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,,,,2,1
178,3UQVX1UPG14R22FTWJD8WU9D8H802C,3AAPLD8UCM4ZKLDW389RSTC9F80THC,A3T9WZOUQGE2UW,31,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were happy and carefree, and they didn't have a care in the world.<br><br>However, tragedy struck when Mary became pregnant. John wanted to keep the baby, but Mary was scared and unsure. She was only twenty-two and wasn't ready to be a mother. She ended up getting an abortion, and John was devastated.<br><br>Their relationship never recovered from the trauma of the abortion. They slowly grew apart and eventually broke up. John never forgave Mary for what she did, and he never got over the loss of their child. He went on to have a family of his own, but he always wondered what could have been.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,No failures,,,2,1
179,3UQVX1UPG14R22FTWJD8WU9D8H802C,3NXNZ5RS1KKJ7HY6STIYAGM37Y397S,AGSLBIXQFSPUY,22,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","John and Mary were madly in love. They met in their early twenties and started dating shortly after. They were happy and carefree, and they didn't have a care in the world.<br><br>However, tragedy struck when Mary became pregnant. John wanted to keep the baby, but Mary was scared and unsure. She was only twenty-two and wasn't ready to be a mother. She ended up getting an abortion, and John was devastated.<br><br>Their relationship never recovered from the trauma of the abortion. They slowly grew apart and eventually broke up. John never forgave Mary for what she did, and he never got over the loss of their child. He went on to have a family of his own, but he always wondered what could have been.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",demonstration,no failures.,,,2,1
180,37ZQELHER9LKU2BT77YQMFJOMFZMNZ,33ISQZVXPZ9RHW05VU00SSFPEURCCZ,A1OWM3QO7QAKBN,325,100% (17/17),Write a <b>historical fiction</b> story about lovers:,"In the early days of the American colonies, life was hard. The settlers had to work long hours just to survive. One of the hardest working settlers was a woman named Sarah. She was in love with a man named John.<br><br>Sarah and John had to keep their love a secret. If their relationship was discovered, they would be punished. They could even be put to death.<br><br>Despite the risks, Sarah and John could not stay away from each other. They met in secret and shared stolen moments of happiness.<br><br>One day, they were caught together. Sarah was sentenced to death. John was devastated. He begged for her life, but it was no use.<br><br>Sarah was led to the gallows. John watched as she was hanged. He vowed to never forget her. He would always love her.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",demonstration,,,,1,1
181,37ZQELHER9LKU2BT77YQMFJOMFZMNZ,3K5TEWLKG5YET8S5ELRRTN19C6VIVA,A9HQ3E0F2AGVO,80,98% (130/132),Write a <b>historical fiction</b> story about lovers:,"In the early days of the American colonies, life was hard. The settlers had to work long hours just to survive. One of the hardest working settlers was a woman named Sarah. She was in love with a man named John.<br><br>Sarah and John had to keep their love a secret. If their relationship was discovered, they would be punished. They could even be put to death.<br><br>Despite the risks, Sarah and John could not stay away from each other. They met in secret and shared stolen moments of happiness.<br><br>One day, they were caught together. Sarah was sentenced to death. John was devastated. He begged for her life, but it was no use.<br><br>Sarah was led to the gallows. John watched as she was hanged. He vowed to never forget her. He would always love her.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",demonstration,,,,2,1
