,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Answer.Others,Approve,Reject,Score,3Score
81,3Q9SPIIRXS99FVBI25Z8971FL7CAWM,3FE2ERCCZ7VBKA6CQ4VX7S8D2ATPOT,A1OWM3QO7QAKBN,471,100% (17/17),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is the light that guides us through the dark.<br><br>Love is the hope of a future where we are complete, where we are complete, and where we are complete.<br><br>Love is the hope of a future where we are loved, and we are loved.<br><br>Love is the hope of a future where we are together, and we are together.<br><br>Love is the hope of a future where we are with each other, and we are together.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,1,1
82,3Q9SPIIRXS99FVBI25Z8971FL7CAWM,3UN61F00H6CAODG9YH3N3H81MXF5RZ,A2QXG8VJRBZ2Z3,205,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is the light that guides us through the dark.<br><br>Love is the hope of a future where we are complete, where we are complete, and where we are complete.<br><br>Love is the hope of a future where we are loved, and we are loved.<br><br>Love is the hope of a future where we are together, and we are together.<br><br>Love is the hope of a future where we are with each other, and we are together.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,0,0
83,3Q9SPIIRXS99FVBI25Z8971FL7CAWM,3R6P78PK7UYLKPILJ2R97T080RHGTW,AGSLBIXQFSPUY,23,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is the light that guides us through the dark.<br><br>Love is the hope of a future where we are complete, where we are complete, and where we are complete.<br><br>Love is the hope of a future where we are loved, and we are loved.<br><br>Love is the hope of a future where we are together, and we are together.<br><br>Love is the hope of a future where we are with each other, and we are together.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,Passage does not make the reader feel fearful,,,-2,-1
84,3X4Q1O9UCQ9JRK4I4GWEIMM3HX7O7X,3PW9OPU9P07UWBY5I4MAZJNCYPT12X,A1OWM3QO7QAKBN,33,100% (17/17),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it's also a difficult thing.<br><br>The thing is, love is all about exploring each other and trying to find the right thing.<br><br>It's about debating and trying to find common cause.<br><br>It's about trying to make each other laugh and feel happy.<br><br>It's about trying to make each other feel complete.<br><br>Love is a thing that can be so difficult to find.<br><br>It's so hard to let go of someone.<br><br>It's so hard to see someone as just someone who is loveable.<br><br>It's so hard to not to feel love for someone.<br><br>It's so hard to not to want them.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,-1,-1
85,3X4Q1O9UCQ9JRK4I4GWEIMM3HX7O7X,3XLBSAQ9ZEZYD8GJWRCXN4OWMKRZ7Z,A2QXG8VJRBZ2Z3,124,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it's also a difficult thing.<br><br>The thing is, love is all about exploring each other and trying to find the right thing.<br><br>It's about debating and trying to find common cause.<br><br>It's about trying to make each other laugh and feel happy.<br><br>It's about trying to make each other feel complete.<br><br>Love is a thing that can be so difficult to find.<br><br>It's so hard to let go of someone.<br><br>It's so hard to see someone as just someone who is loveable.<br><br>It's so hard to not to feel love for someone.<br><br>It's so hard to not to want them.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,0,0
86,3X4Q1O9UCQ9JRK4I4GWEIMM3HX7O7X,32RIADZIS2R4T9CMZ1KIOZ7J84AS4E,A87S18ZIX476Q,37,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it's also a difficult thing.<br><br>The thing is, love is all about exploring each other and trying to find the right thing.<br><br>It's about debating and trying to find common cause.<br><br>It's about trying to make each other laugh and feel happy.<br><br>It's about trying to make each other feel complete.<br><br>Love is a thing that can be so difficult to find.<br><br>It's so hard to let go of someone.<br><br>It's so hard to see someone as just someone who is loveable.<br><br>It's so hard to not to feel love for someone.<br><br>It's so hard to not to want them.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,unverified facts,,,1,1
87,3UQ1LLR27JVT41ZJYRS60WKZN08LA4,35BLDD71IGK0OYHFEPFDTI4Z82RZVK,A1OWM3QO7QAKBN,412,100% (17/17),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it can be so difficult to find.<br><br>Love is so powerful, but it can be so difficult to find.<br><br>It's hard to find love when you're looking for it for so long.<br><br>Love can be so important, but it can be so difficult to find.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,-2,-1
88,3UQ1LLR27JVT41ZJYRS60WKZN08LA4,3YWRV122C2MLRNRS095VKC5CVMIU8S,A2QXG8VJRBZ2Z3,136,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it can be so difficult to find.<br><br>Love is so powerful, but it can be so difficult to find.<br><br>It's hard to find love when you're looking for it for so long.<br><br>Love can be so important, but it can be so difficult to find.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,,,,1,1
89,3UQ1LLR27JVT41ZJYRS60WKZN08LA4,3HYA4D45216LMQSDP31VOLR6ZZ8F28,ALDKDKRBR4LXD,197,0% (0/0),Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is a powerful thing, but it can be so difficult to find.<br><br>Love is so powerful, but it can be so difficult to find.<br><br>It's hard to find love when you're looking for it for so long.<br><br>Love can be so important, but it can be so difficult to find.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,This response didn't make me feel fearful but rather depressed.,,,-1,-1
90,3YKP7CX6HB2Z8QF90BRSC2M4AYOB7G,34QN5IT0T9E5B1FC22RBV5H5FX480T,A1OWM3QO7QAKBN,417,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"As students, we often look to friends and family for guidance when it comes to love. But what if we look beyond the surface of what someone is like? What if we take the time to know our partner better? That's where indirect characterization comes in.<br><br>If you're wondering how your partner knows where your heart is, here is an answer. You might see things that they can see, feel, and think. You might be able to communicate with them more than they can, and even have back-to-back conversations with them without first trying to be professional.<br><br>And yet, we often look to indirect characterization for more guidance than we need to. It can be difficult to know where you need to go and what is necessary for your relationship to grow. But indirect characterization is a powerful tool, and it can be used in a variety of ways.<br><br>For example, let's say you've been married for a year and a half and they've just started their first year as employees of your company. They've built up a lot of pressure to start their own business and want to show their loved ones they're doing the right thing. They'll go to great lengths to make sure you're happy, and will even try to show you things that may or may not be true.<br><br>But as much as they might try, you'll always have their best interests in mind. You'll know that you can be a better team member by focusing on what they need and not by what they may believe. This will make them feel better, and them feel better, and then all is good.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
91,3YKP7CX6HB2Z8QF90BRSC2M4AYOB7G,3DYGAII7PVVE5MJS5HN1WX3DHB8QPZ,A3PUUVUDORJS8W,105,100% (68/68),Write a story about lovers with <b>indirect</b> characterization:,"As students, we often look to friends and family for guidance when it comes to love. But what if we look beyond the surface of what someone is like? What if we take the time to know our partner better? That's where indirect characterization comes in.<br><br>If you're wondering how your partner knows where your heart is, here is an answer. You might see things that they can see, feel, and think. You might be able to communicate with them more than they can, and even have back-to-back conversations with them without first trying to be professional.<br><br>And yet, we often look to indirect characterization for more guidance than we need to. It can be difficult to know where you need to go and what is necessary for your relationship to grow. But indirect characterization is a powerful tool, and it can be used in a variety of ways.<br><br>For example, let's say you've been married for a year and a half and they've just started their first year as employees of your company. They've built up a lot of pressure to start their own business and want to show their loved ones they're doing the right thing. They'll go to great lengths to make sure you're happy, and will even try to show you things that may or may not be true.<br><br>But as much as they might try, you'll always have their best interests in mind. You'll know that you can be a better team member by focusing on what they need and not by what they may believe. This will make them feel better, and them feel better, and then all is good.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",this isn’t a story but an instructional passage,,,-1,-1
92,3YKP7CX6HB2Z8QF90BRSC2M4AYOB7G,3BDCF01OG7HXN3VG4ZBOS2XVBAOLYZ,AUMH36HXXTC86,19,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"As students, we often look to friends and family for guidance when it comes to love. But what if we look beyond the surface of what someone is like? What if we take the time to know our partner better? That's where indirect characterization comes in.<br><br>If you're wondering how your partner knows where your heart is, here is an answer. You might see things that they can see, feel, and think. You might be able to communicate with them more than they can, and even have back-to-back conversations with them without first trying to be professional.<br><br>And yet, we often look to indirect characterization for more guidance than we need to. It can be difficult to know where you need to go and what is necessary for your relationship to grow. But indirect characterization is a powerful tool, and it can be used in a variety of ways.<br><br>For example, let's say you've been married for a year and a half and they've just started their first year as employees of your company. They've built up a lot of pressure to start their own business and want to show their loved ones they're doing the right thing. They'll go to great lengths to make sure you're happy, and will even try to show you things that may or may not be true.<br><br>But as much as they might try, you'll always have their best interests in mind. You'll know that you can be a better team member by focusing on what they need and not by what they may believe. This will make them feel better, and them feel better, and then all is good.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
93,3IJ95K7NE6ZK2SF7W40V9AZRQQLGND,33F859I56G0ZOZJF3MI6SZ6N9KPBHV,A1OWM3QO7QAKBN,378,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"They were a couple who, though they never spoke of it, knew all about each other. They<br> knew what it was they wanted and how they wanted to get it. They were<br><br>an open and relationship had been this way for years. But, the both of them,<br><br>were determined to make it work. They were both right. They had been<br><br>understanding each other for years and they had been the ones who had<br><br>always wanted the other. They took a deep breath and started. ""We know we want<br><br>the same thing"" was all they could come up with as they spoke. It was a<br><br>voices in the back of their minds that said something was wrong,<br><br>but they pushed through it and started the relationship. It took time, but<br><br>they got they were looking for what they had been searching for<br><br>for years. The love was there, but they knew they had to try and<br><br>yield something more than what they had before.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
94,3IJ95K7NE6ZK2SF7W40V9AZRQQLGND,3PH3VY7DJVKD3NHK4ZK9FKNDFBZZW0,ALDKDKRBR4LXD,166,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"They were a couple who, though they never spoke of it, knew all about each other. They<br> knew what it was they wanted and how they wanted to get it. They were<br><br>an open and relationship had been this way for years. But, the both of them,<br><br>were determined to make it work. They were both right. They had been<br><br>understanding each other for years and they had been the ones who had<br><br>always wanted the other. They took a deep breath and started. ""We know we want<br><br>the same thing"" was all they could come up with as they spoke. It was a<br><br>voices in the back of their minds that said something was wrong,<br><br>but they pushed through it and started the relationship. It took time, but<br><br>they got they were looking for what they had been searching for<br><br>for years. The love was there, but they knew they had to try and<br><br>yield something more than what they had before.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",A bit vague at times but satisfy's the prompt.,,,1,1
95,3IJ95K7NE6ZK2SF7W40V9AZRQQLGND,386PBUZZXPK7SE0HIZALIFI7Y6GJL4,ASJ6VEA1F2APQ,43,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"They were a couple who, though they never spoke of it, knew all about each other. They<br> knew what it was they wanted and how they wanted to get it. They were<br><br>an open and relationship had been this way for years. But, the both of them,<br><br>were determined to make it work. They were both right. They had been<br><br>understanding each other for years and they had been the ones who had<br><br>always wanted the other. They took a deep breath and started. ""We know we want<br><br>the same thing"" was all they could come up with as they spoke. It was a<br><br>voices in the back of their minds that said something was wrong,<br><br>but they pushed through it and started the relationship. It took time, but<br><br>they got they were looking for what they had been searching for<br><br>for years. The love was there, but they knew they had to try and<br><br>yield something more than what they had before.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
96,3K1H3NEY8UMBGGOU7AMSD5NXCMJGDV,3MX2NQ3YCJHUL92L7G9FSZUPNEZ5XU,A1OWM3QO7QAKBN,209,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,Lovers is a story about two people who have a connection that is not surface level but is something more. It is a story about two people who are different but have a deep connection.<br><br>The people who love each other are not people who are constantly in communication. They are someone who is different from the person else and that is what makes the difference. The people who love each other are someone who is different from the person else and that is what makes the difference.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
97,3K1H3NEY8UMBGGOU7AMSD5NXCMJGDV,3KOPY89HMIPQCAASCT6LMTOQYKS3JD,A2QXG8VJRBZ2Z3,233,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,Lovers is a story about two people who have a connection that is not surface level but is something more. It is a story about two people who are different but have a deep connection.<br><br>The people who love each other are not people who are constantly in communication. They are someone who is different from the person else and that is what makes the difference. The people who love each other are someone who is different from the person else and that is what makes the difference.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",unverified facts,,,-1,-1
98,3K1H3NEY8UMBGGOU7AMSD5NXCMJGDV,3DH6GAKTY8CHSSCKJ02X0H8TQK8ZYA,A87S18ZIX476Q,91,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,Lovers is a story about two people who have a connection that is not surface level but is something more. It is a story about two people who are different but have a deep connection.<br><br>The people who love each other are not people who are constantly in communication. They are someone who is different from the person else and that is what makes the difference. The people who love each other are someone who is different from the person else and that is what makes the difference.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",inconsistency,,,0,0
99,3OYHVNTV62L7MZB2NALNMRRPNH7OK3,3TXWC2NHN9D5QFIYGWG957IZUV4S9O,A1OWM3QO7QAKBN,439,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"The first time he saw her, he was accuracy.<br><br>The woman who had just walked into the room, eyes wide open as they stared at each other. The man who had been trying to avoid her since she had walked in the room for the first time.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who had just walked into the room. The man who had been trying to avoid her.<br><br>She had been staring at him with eyes that were wide andSuttled over to his side. He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him.<br><br>The woman who had just walked into the room. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,-1,-1
100,3OYHVNTV62L7MZB2NALNMRRPNH7OK3,3OLQQLKKN2CTM8QP1DNH5KSNP9DEJA,A3PUUVUDORJS8W,30,100% (68/68),Write a story about lovers with <b>indirect</b> characterization:,"The first time he saw her, he was accuracy.<br><br>The woman who had just walked into the room, eyes wide open as they stared at each other. The man who had been trying to avoid her since she had walked in the room for the first time.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who had just walked into the room. The man who had been trying to avoid her.<br><br>She had been staring at him with eyes that were wide andSuttled over to his side. He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him.<br><br>The woman who had just walked into the room. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.","Lots of repetition, incomplete sentence too, this feels quite garbled.",,,0,0
101,3OYHVNTV62L7MZB2NALNMRRPNH7OK3,3WQQ9FUS6KH6VOIM0IO0FMDO616B8N,AUMH36HXXTC86,130,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"The first time he saw her, he was accuracy.<br><br>The woman who had just walked into the room, eyes wide open as they stared at each other. The man who had been trying to avoid her since she had walked in the room for the first time.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who had just walked into the room. The man who had been trying to avoid her.<br><br>She had been staring at him with eyes that were wide andSuttled over to his side. He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him.<br><br>The woman who had just walked into the room. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay, to take a step back, but she was always in front of him. The woman who was wide-eyed and staring at him with eyes that were wide open. The woman who was trying to avoid him.<br><br>He had been trying to figure out how to get her to stay",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
102,375VMB7D5S6PC7UPXYMVYH0DRZBDIK,3ZR9AIQJULW4S0SAQZ1YET10DCN04V,A12L0CZ2CLNSMY,312,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"The two people who loved each other deeply were not visible to the world. They were hidden in a dark and hidden place, alone in a dark room. The lovers had their own little world where they two were at peace. They had each other and they could feel the other's energy and their own passion. They were happy and they knew it.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
103,375VMB7D5S6PC7UPXYMVYH0DRZBDIK,37XITHEIS6WVNYPODRQVHNEBEESRCK,A1OWM3QO7QAKBN,425,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"The two people who loved each other deeply were not visible to the world. They were hidden in a dark and hidden place, alone in a dark room. The lovers had their own little world where they two were at peace. They had each other and they could feel the other's energy and their own passion. They were happy and they knew it.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
104,375VMB7D5S6PC7UPXYMVYH0DRZBDIK,3M68NM076RU67HGN30DSVNM1ITX6RP,ALDKDKRBR4LXD,93,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"The two people who loved each other deeply were not visible to the world. They were hidden in a dark and hidden place, alone in a dark room. The lovers had their own little world where they two were at peace. They had each other and they could feel the other's energy and their own passion. They were happy and they knew it.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",Could have been a bit more descriptive but is acceptable in my opinion.,,,1,1
105,35JDMRECDDWG8M2U35XCJN5ICYKGEO,31N2WW6R91DA78OWT3F07VWY5EFF3S,A12L0CZ2CLNSMY,258,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been together for years, they could not Remember the last time they had spent with someone else. It was after their daughter had turned one, and they had been out at the casino. He had been so passionate, and she had felt a warmth in his chest that she never felt with him. It was as if he had been her own child and she had been the mother figure.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
106,35JDMRECDDWG8M2U35XCJN5ICYKGEO,3H7Z272LXHU3EP3FDCF5FB4J75QPLE,A1OWM3QO7QAKBN,181,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been together for years, they could not Remember the last time they had spent with someone else. It was after their daughter had turned one, and they had been out at the casino. He had been so passionate, and she had felt a warmth in his chest that she never felt with him. It was as if he had been her own child and she had been the mother figure.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
107,35JDMRECDDWG8M2U35XCJN5ICYKGEO,3PWWM24LH2LC7BIQHPVPETAKCVV28E,ASJ6VEA1F2APQ,39,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Though they had been together for years, they could not Remember the last time they had spent with someone else. It was after their daughter had turned one, and they had been out at the casino. He had been so passionate, and she had felt a warmth in his chest that she never felt with him. It was as if he had been her own child and she had been the mother figure.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
108,306W7JMRZ7L384KSAGJYQ2IZLIUB83,38SKSKU7RBKBX3GB0HPL6E37LRILIL,A1OWM3QO7QAKBN,47,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"One summer evening, a young couple was sitting in the hot sun together. They were talking and love was in the air. As the sun set, the couple would be seen walking home together. The young couple would be known as the Lamb and the Lamba, because they were the ones who were walking home that night.<br><br>The Lamba family was small, with just the two of them, and you would see them around the neighbourhood. They were common enough, but at the same time, they were not really their loved ones. They were more like something that they could be, but they would eventually lose that ability.<br><br>The young couple loved one another deeply and they would continue to love one another until the end. They were an open and open couple, telling each other everything and never taking no for an answer. They were open and Alchemist couple because they loved each other.<br><br>They would be seen walking home together, and the few people who had seen it would say that they saw two creatures come alive and they were suddenly alive. It was a beautiful and haunting scene, and it would stay with them until the end.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
109,306W7JMRZ7L384KSAGJYQ2IZLIUB83,3TESA3PJ3BXHZ4ONL8OSYKPD251MMD,A3URPJYLG67HCR,180,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"One summer evening, a young couple was sitting in the hot sun together. They were talking and love was in the air. As the sun set, the couple would be seen walking home together. The young couple would be known as the Lamb and the Lamba, because they were the ones who were walking home that night.<br><br>The Lamba family was small, with just the two of them, and you would see them around the neighbourhood. They were common enough, but at the same time, they were not really their loved ones. They were more like something that they could be, but they would eventually lose that ability.<br><br>The young couple loved one another deeply and they would continue to love one another until the end. They were an open and open couple, telling each other everything and never taking no for an answer. They were open and Alchemist couple because they loved each other.<br><br>They would be seen walking home together, and the few people who had seen it would say that they saw two creatures come alive and they were suddenly alive. It was a beautiful and haunting scene, and it would stay with them until the end.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
